時間,操作者,角色,結果,工件,相機,信心度,備註
2026-07-09 10:44:10,Developer,開發者,NG,PART-104410,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:44:09,Developer,開發者,NG,PART-104409,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:09,Developer,開發者,NG,PART-104409,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:44:08,Developer,開發者,NG,PART-104408,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 3 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:44:08,Developer,開發者,NG,PART-104408,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:07,Developer,開發者,NG,PART-104407,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:07,Developer,開發者,NG,PART-104407,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:06,Developer,開發者,NG,PART-104406,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:44:06,Developer,開發者,NG,PART-104406,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 3 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:05,Developer,開發者,NG,PART-104405,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:44:05,Developer,開發者,NG,PART-104405,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:04,Developer,開發者,NG,PART-104404,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:04,Developer,開發者,NG,PART-104404,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:44:03,Developer,開發者,NG,PART-104403,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:44:03,Developer,開發者,NG,PART-104403,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:02,Developer,開發者,NG,PART-104402,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:44:02,Developer,開發者,NG,PART-104402,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 12 object(s)；C5->螺絲: no object
2026-07-09 10:44:01,Developer,開發者,NG,PART-104401,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:01,Developer,開發者,NG,PART-104401,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:00,Developer,開發者,NG,PART-104400,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:44:00,Developer,開發者,NG,PART-104400,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 3 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:59,Developer,開發者,NG,PART-104359,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:59,Developer,開發者,NG,PART-104359,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 3 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:43:58,Developer,開發者,NG,PART-104358,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:58,Developer,開發者,NG,PART-104358,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 6 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:57,Developer,開發者,NG,PART-104357,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 12 object(s)；C5->螺絲: no object
2026-07-09 10:43:57,Developer,開發者,NG,PART-104357,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:56,Developer,開發者,NG,PART-104356,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:43:56,Developer,開發者,NG,PART-104356,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:55,Developer,開發者,NG,PART-104355,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 12 object(s)；C5->螺絲: no object
2026-07-09 10:43:55,Developer,開發者,NG,PART-104355,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:54,Developer,開發者,NG,PART-104354,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 3 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:54,Developer,開發者,NG,PART-104354,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:53,Developer,開發者,NG,PART-104353,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:53,Developer,開發者,NG,PART-104353,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:52,Developer,開發者,NG,PART-104352,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:52,Developer,開發者,NG,PART-104352,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:51,Developer,開發者,NG,PART-104351,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:51,Developer,開發者,NG,PART-104351,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:50,Developer,開發者,NG,PART-104350,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:50,Developer,開發者,NG,PART-104350,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:49,Developer,開發者,NG,PART-104349,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:43:49,Developer,開發者,NG,PART-104349,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:48,Developer,開發者,NG,PART-104348,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:48,Developer,開發者,NG,PART-104348,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 6 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:47,Developer,開發者,NG,PART-104347,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:47,Developer,開發者,NG,PART-104347,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:46,Developer,開發者,NG,PART-104346,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:46,Developer,開發者,NG,PART-104346,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:45,Developer,開發者,NG,PART-104345,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:45,Developer,開發者,NG,PART-104345,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:44,Developer,開發者,NG,PART-104344,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 6 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:44,Developer,開發者,NG,PART-104344,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:43:43,Developer,開發者,NG,PART-104343,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:43,Developer,開發者,NG,PART-104343,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:42,Developer,開發者,NG,PART-104342,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 6 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:42,Developer,開發者,NG,PART-104342,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:41,Developer,開發者,NG,PART-104341,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:41,Developer,開發者,NG,PART-104341,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:40,Developer,開發者,NG,PART-104340,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:40,Developer,開發者,NG,PART-104340,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:39,Developer,開發者,NG,PART-104339,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:39,Developer,開發者,NG,PART-104339,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 6 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:38,Developer,開發者,NG,PART-104338,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 3 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:38,Developer,開發者,NG,PART-104338,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:37,Developer,開發者,NG,PART-104337,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:37,Developer,開發者,NG,PART-104337,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:43:36,Developer,開發者,NG,PART-104336,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:36,Developer,開發者,NG,PART-104336,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:43:35,Developer,開發者,NG,PART-104335,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 12 object(s)；C5->螺絲: no object
